eps,shape,dist,mode,epoch,sigma
0.2,r0.2_0,0.19490173266721242,scratch,42,0.08340781182050705
0.2,r0.2_0,0.19490173266721242,scratch,43,0.08085863292217255
0.2,r0.2_0,0.19490173266721242,scratch,44,0.08130642026662827
0.2,r0.2_0,0.19490173266721242,scratch,45,0.07941338419914246
0.2,r0.2_0,0.19490173266721242,scratch,46,0.08224738389253616
0.2,r0.2_0,0.19490173266721242,scratch,47,0.08072669059038162
0.2,r0.2_0,0.19490173266721242,scratch,48,0.08092746883630753
0.2,r0.2_0,0.19490173266721242,scratch,49,0.08101950585842133
0.2,r0.2_0,0.19490173266721242,scratch,50,0.07975523918867111
0.2,r0.2_0,0.19490173266721242,scratch,51,0.08040209859609604
0.2,r0.2_0,0.19490173266721242,scratch,52,0.07774489372968674
0.2,r0.2_0,0.19490173266721242,scratch,53,0.07561727613210678
0.2,r0.2_0,0.19490173266721242,scratch,54,0.07513211667537689
0.2,r0.2_0,0.19490173266721242,scratch,55,0.07453525811433792
0.2,r0.2_0,0.19490173266721242,scratch,56,0.07704412937164307
0.2,r0.2_0,0.19490173266721242,scratch,57,0.0784565880894661
0.2,r0.2_0,0.19490173266721242,scratch,58,0.07621251046657562
0.2,r0.2_0,0.19490173266721242,scratch,59,0.07395023852586746
0.2,r0.2_0,0.19490173266721242,scratch,60,0.07316776365041733
0.2,r0.2_0,0.19490173266721242,scratch,61,0.07551275193691254
0.2,r0.2_0,0.19490173266721242,scratch,62,0.07512520253658295
0.2,r0.2_0,0.19490173266721242,scratch,63,0.07771365344524384
0.2,r0.2_0,0.19490173266721242,scratch,64,0.07341039180755615
0.2,r0.2_0,0.19490173266721242,scratch,65,0.07267589867115021
0.2,r0.2_0,0.19490173266721242,scratch,66,0.07401518523693085
0.2,r0.2_0,0.19490173266721242,scratch,67,0.0737094134092331
0.2,r0.2_0,0.19490173266721242,scratch,68,0.07574163377285004
0.2,r0.2_0,0.19490173266721242,scratch,69,0.0709940642118454
0.2,r0.2_0,0.19490173266721242,scratch,70,0.07416986674070358
0.2,r0.2_0,0.19490173266721242,scratch,71,0.07103406637907028
0.2,r0.2_0,0.19490173266721242,scratch,72,0.07222927361726761
0.2,r0.2_0,0.19490173266721242,scratch,73,0.07222922146320343
0.2,r0.2_0,0.19490173266721242,scratch,74,0.0673862174153328
0.2,r0.2_0,0.19490173266721242,scratch,75,0.06794086843729019
0.2,r0.2_0,0.19490173266721242,scratch,76,0.06983494758605957
0.2,r0.2_0,0.19490173266721242,scratch,77,0.06664188206195831
0.2,r0.2_0,0.19490173266721242,scratch,78,0.06586790829896927
0.2,r0.2_0,0.19490173266721242,scratch,79,0.06706070899963379
0.2,r0.2_0,0.19490173266721242,scratch,80,0.06656736880540848
0.2,r0.2_0,0.19490173266721242,scratch,81,0.06770551949739456
0.2,r0.2_0,0.19490173266721242,scratch,82,0.07098857313394547
0.2,r0.2_0,0.19490173266721242,scratch,83,0.06848779320716858
0.2,r0.2_0,0.19490173266721242,scratch,84,0.06609229743480682
0.2,r0.2_0,0.19490173266721242,scratch,85,0.06738155335187912
0.2,r0.2_0,0.19490173266721242,scratch,86,0.06463805586099625
0.2,r0.2_0,0.19490173266721242,scratch,87,0.06797537952661514
0.2,r0.2_0,0.19490173266721242,scratch,88,0.06608837097883224
0.2,r0.2_0,0.19490173266721242,scratch,89,0.06795497983694077
0.2,r0.2_0,0.19490173266721242,scratch,90,0.0689336359500885
0.2,r0.2_0,0.19490173266721242,scratch,91,0.06582917273044586
0.2,r0.2_0,0.19490173266721242,scratch,92,0.06779482960700989
0.2,r0.2_0,0.19490173266721242,scratch,93,0.06476559489965439
0.2,r0.2_0,0.19490173266721242,scratch,94,0.06561329215765
0.2,r0.2_0,0.19490173266721242,scratch,95,0.0663815513253212
0.2,r0.2_0,0.19490173266721242,scratch,96,0.06393035501241684
0.2,r0.2_0,0.19490173266721242,scratch,97,0.06688118726015091
0.2,r0.2_0,0.19490173266721242,scratch,98,0.06919260323047638
0.2,r0.2_0,0.19490173266721242,scratch,99,0.06465824693441391
0.2,r0.2_0,0.19490173266721242,scratch,100,0.06365557760000229
0.2,r0.2_0,0.19490173266721242,scratch,101,0.06518779695034027
0.2,r0.2_0,0.19490173266721242,scratch,102,0.0663694441318512
0.2,r0.2_0,0.19490173266721242,scratch,103,0.06418335437774658
0.2,r0.2_0,0.19490173266721242,scratch,104,0.06447336822748184
0.2,r0.2_0,0.19490173266721242,scratch,105,0.06451679766178131
0.2,r0.2_0,0.19490173266721242,scratch,106,0.06250891834497452
0.2,r0.2_0,0.19490173266721242,scratch,107,0.06549658626317978
0.2,r0.2_0,0.19490173266721242,scratch,108,0.06561917811632156
0.2,r0.2_0,0.19490173266721242,scratch,109,0.06482350081205368
0.2,r0.2_0,0.19490173266721242,scratch,110,0.06462576985359192
0.2,r0.2_0,0.19490173266721242,scratch,111,0.06434934586286545
0.2,r0.2_0,0.19490173266721242,scratch,112,0.06242361292243004
0.2,r0.2_0,0.19490173266721242,scratch,113,0.06423787772655487
0.2,r0.2_0,0.19490173266721242,scratch,114,0.061458609998226166
0.2,r0.2_0,0.19490173266721242,scratch,115,0.06267376989126205
0.2,r0.2_0,0.19490173266721242,scratch,116,0.06330091506242752
0.2,r0.2_0,0.19490173266721242,scratch,117,0.06167743727564812
0.2,r0.2_0,0.19490173266721242,scratch,118,0.06331512331962585
0.2,r0.2_0,0.19490173266721242,scratch,119,0.06420622766017914
0.2,r0.2_0,0.19490173266721242,scratch,120,0.06436225026845932
0.2,r0.2_0,0.19490173266721242,scratch,121,0.06279337406158447
0.2,r0.2_0,0.19490173266721242,scratch,122,0.061494044959545135
0.2,r0.2_0,0.19490173266721242,scratch,123,0.062480419874191284
0.2,r0.2_0,0.19490173266721242,scratch,124,0.06253838539123535
0.2,r0.2_0,0.19490173266721242,scratch,125,0.0607014037668705
0.2,r0.2_0,0.19490173266721242,scratch,126,0.06116197630763054
0.2,r0.2_0,0.19490173266721242,scratch,127,0.061538707464933395
0.2,r0.2_0,0.19490173266721242,scratch,128,0.06451291590929031
0.2,r0.2_0,0.19490173266721242,scratch,129,0.05991605296730995
0.2,r0.2_0,0.19490173266721242,scratch,130,0.061265382915735245
0.2,r0.2_0,0.19490173266721242,scratch,131,0.0617479607462883
0.2,r0.2_0,0.19490173266721242,scratch,132,0.06274551898241043
0.2,r0.2_0,0.19490173266721242,scratch,133,0.05861160531640053
0.2,r0.2_0,0.19490173266721242,scratch,134,0.058592382818460464
0.2,r0.2_0,0.19490173266721242,scratch,135,0.05934765189886093
0.2,r0.2_0,0.19490173266721242,scratch,136,0.06080110743641853
0.2,r0.2_0,0.19490173266721242,scratch,137,0.05924413725733757
0.2,r0.2_0,0.19490173266721242,scratch,138,0.059853531420230865
0.2,r0.2_0,0.19490173266721242,scratch,139,0.06000823155045509
0.2,r0.2_0,0.19490173266721242,scratch,140,0.058977141976356506
0.2,r0.2_0,0.19490173266721242,scratch,141,0.060818035155534744
0.2,r0.2_0,0.19490173266721242,scratch,142,0.06056428328156471
0.2,r0.2_0,0.19490173266721242,scratch,143,0.05950218811631203
0.2,r0.2_0,0.19490173266721242,scratch,144,0.05866101384162903
0.2,r0.2_0,0.19490173266721242,scratch,145,0.0608111247420311
0.2,r0.2_0,0.19490173266721242,scratch,146,0.05948171392083168
0.2,r0.2_0,0.19490173266721242,scratch,147,0.05849360674619675
0.2,r0.2_0,0.19490173266721242,scratch,148,0.05796440318226814
0.2,r0.2_0,0.19490173266721242,scratch,149,0.058917805552482605
0.2,r0.2_0,0.19490173266721242,scratch,150,0.058484964072704315
0.2,r0.2_0,0.19490173266721242,scratch,151,0.059627510607242584
0.2,r0.2_0,0.19490173266721242,scratch,152,0.05999433249235153
0.2,r0.2_0,0.19490173266721242,scratch,153,0.059878941625356674
0.2,r0.2_0,0.19490173266721242,scratch,154,0.05939329043030739
0.2,r0.2_0,0.19490173266721242,scratch,155,0.0598326250910759
0.2,r0.2_0,0.19490173266721242,scratch,156,0.059416547417640686
0.2,r0.2_0,0.19490173266721242,scratch,157,0.05866841971874237
0.2,r0.2_0,0.19490173266721242,scratch,158,0.05960846692323685
0.2,r0.2_0,0.19490173266721242,scratch,159,0.058540523052215576
0.2,r0.2_0,0.19490173266721242,scratch,160,0.05722915381193161
0.2,r0.2_0,0.19490173266721242,scratch,161,0.05784076824784279
0.2,r0.2_0,0.19490173266721242,scratch,162,0.058637961745262146
0.2,r0.2_0,0.19490173266721242,scratch,163,0.05894570052623749
0.2,r0.2_0,0.19490173266721242,scratch,164,0.05775679275393486
0.2,r0.2_0,0.19490173266721242,scratch,165,0.05765289440751076
0.2,r0.2_0,0.19490173266721242,scratch,166,0.05723758041858673
0.2,r0.2_0,0.19490173266721242,scratch,167,0.05663590878248215
0.2,r0.2_0,0.19490173266721242,scratch,168,0.0574595183134079
0.2,r0.2_0,0.19490173266721242,scratch,169,0.05632224678993225
0.2,r0.2_0,0.19490173266721242,scratch,170,0.057258229702711105
0.2,r0.2_0,0.19490173266721242,scratch,171,0.05757482722401619
0.2,r0.2_0,0.19490173266721242,scratch,172,0.05890793353319168
0.2,r0.2_0,0.19490173266721242,scratch,173,0.056972961872816086
0.2,r0.2_0,0.19490173266721242,scratch,174,0.059190500527620316
0.2,r0.2_0,0.19490173266721242,scratch,175,0.05799777805805206
0.2,r0.2_0,0.19490173266721242,scratch,176,0.05689011141657829
0.2,r0.2_0,0.19490173266721242,scratch,177,0.057717837393283844
0.2,r0.2_0,0.19490173266721242,scratch,178,0.057308219373226166
0.2,r0.2_0,0.19490173266721242,scratch,179,0.05706792324781418
0.2,r0.2_0,0.19490173266721242,scratch,180,0.059121061116456985
0.2,r0.2_0,0.19490173266721242,scratch,181,0.05731170251965523
0.2,r0.2_0,0.19490173266721242,scratch,182,0.05778028443455696
0.2,r0.2_0,0.19490173266721242,scratch,183,0.057482246309518814
0.2,r0.2_0,0.19490173266721242,scratch,184,0.057010192424058914
0.2,r0.2_0,0.19490173266721242,warm,0,0.12661311030387878
0.2,r0.2_0,0.19490173266721242,warm,1,0.05519142746925354
0.2,r0.2_0,0.19490173266721242,warm,2,0.05337004363536835
0.2,r0.2_0,0.19490173266721242,warm,3,0.0512290857732296
0.2,r0.2_0,0.19490173266721242,warm,4,0.04719950631260872
0.2,r0.2_0,0.19490173266721242,warm,5,0.04583211988210678
0.2,r0.2_0,0.19490173266721242,warm,6,0.04699987545609474
0.2,r0.2_0,0.19490173266721242,warm,7,0.046606555581092834
0.2,r0.2_0,0.19490173266721242,warm,8,0.04602223262190819
0.2,r0.2_0,0.19490173266721242,warm,9,0.043924540281295776
0.2,r0.2_0,0.19490173266721242,warm,10,0.04432782158255577
0.2,r0.2_0,0.19490173266721242,warm,11,0.043199099600315094
0.2,r0.2_0,0.19490173266721242,warm,12,0.044167157262563705
0.2,r0.2_0,0.19490173266721242,warm,13,0.04322582483291626
0.2,r0.2_0,0.19490173266721242,warm,14,0.04310184717178345
0.2,r0.2_0,0.19490173266721242,warm,15,0.04307356849312782
0.2,r0.2_0,0.19490173266721242,warm,16,0.04326064884662628
0.2,r0.2_0,0.19490173266721242,warm,17,0.044035084545612335
0.2,r0.2_0,0.19490173266721242,warm,18,0.042490068823099136
0.2,r0.2_0,0.19490173266721242,warm,19,0.041717614978551865
0.2,r0.2_0,0.19490173266721242,warm,20,0.04361516982316971
0.2,r0.2_0,0.19490173266721242,warm,21,0.042550425976514816
0.2,r0.2_0,0.19490173266721242,warm,22,0.043883178383111954
0.2,r0.2_0,0.19490173266721242,warm,23,0.04111597314476967
0.2,r0.2_0,0.19490173266721242,warm,24,0.04394799843430519
0.2,r0.2_0,0.19490173266721242,warm,25,0.04269356280565262
0.2,r0.2_0,0.19490173266721242,warm,26,0.04170861095190048
0.2,r0.2_0,0.19490173266721242,warm,27,0.041729021817445755
0.2,r0.2_0,0.19490173266721242,warm,28,0.040903039276599884
0.2,r0.2_0,0.19490173266721242,warm,29,0.041707880795001984
0.2,r0.2_0,0.19490173266721242,warm,30,0.042872004210948944
0.2,r0.2_0,0.19490173266721242,warm,31,0.04158257320523262
0.2,r0.2_0,0.19490173266721242,warm,32,0.0417298749089241
0.2,r0.2_0,0.19490173266721242,warm,33,0.0420532152056694
0.2,r0.2_0,0.19490173266721242,warm,34,0.04037639498710632
0.2,r0.2_0,0.19490173266721242,warm,35,0.04180284962058067
0.2,r0.2_0,0.19490173266721242,warm,36,0.04195164889097214
0.2,r0.2_0,0.19490173266721242,warm,37,0.04104044288396835
0.2,r0.2_0,0.19490173266721242,warm,38,0.04044557735323906
0.2,r0.2_0,0.19490173266721242,warm,39,0.040997281670570374
0.2,r0.2_0,0.19490173266721242,warm,40,0.04148903116583824
0.2,r0.2_0,0.19490173266721242,warm,41,0.040895771235227585
0.2,r0.2_0,0.19490173266721242,warm,42,0.041418787091970444
0.2,r0.2_0,0.19490173266721242,warm,43,0.04144586995244026
0.2,r0.2_0,0.19490173266721242,warm,44,0.041359737515449524
0.2,r0.2_0,0.19490173266721242,warm,45,0.03981245681643486
0.2,r0.2_0,0.19490173266721242,warm,46,0.04099050164222717
0.2,r0.2_0,0.19490173266721242,warm,47,0.04026216268539429
0.2,r0.2_0,0.19490173266721242,warm,48,0.040989670902490616
0.2,r0.2_0,0.19490173266721242,warm,49,0.04084077849984169
0.2,r0.2_0,0.19490173266721242,warm,50,0.040965769439935684
0.2,r0.2_0,0.19490173266721242,warm,51,0.040966615080833435
0.2,r0.2_0,0.19490173266721242,warm,52,0.04085015505552292
0.2,r0.2_0,0.19490173266721242,warm,53,0.04109228774905205
0.2,r0.2_0,0.19490173266721242,warm,54,0.04112996906042099
0.2,r0.2_0,0.19490173266721242,warm,55,0.04032926261425018
0.2,r0.2_0,0.19490173266721242,warm,56,0.03960863873362541
0.2,r0.2_0,0.19490173266721242,warm,57,0.03985871374607086
0.2,r0.2_0,0.19490173266721242,warm,58,0.040566336363554
0.2,r0.2_0,0.19490173266721242,warm,59,0.03988100215792656
0.2,r0.2_0,0.19490173266721242,warm,60,0.04068305715918541
0.2,r0.2_0,0.19490173266721242,warm,61,0.040370311588048935
0.2,r0.2_0,0.19490173266721242,warm,62,0.04077788442373276
0.2,r0.2_0,0.19490173266721242,warm,63,0.03998647630214691
0.2,r0.2_0,0.19490173266721242,warm,64,0.041029393672943115
0.2,r0.2_0,0.19490173266721242,warm,65,0.03957933187484741
0.2,r0.2_0,0.19490173266721242,warm,66,0.04032494127750397
0.2,r0.2_0,0.19490173266721242,warm,67,0.03993363678455353
0.2,r0.2_0,0.19490173266721242,warm,68,0.041029129177331924
0.2,r0.2_0,0.19490173266721242,warm,69,0.041013602167367935
0.2,r0.2_0,0.19490173266721242,warm,70,0.03980286791920662
0.2,r0.2_0,0.19490173266721242,warm,71,0.040038056671619415
0.2,r0.2_0,0.19490173266721242,warm_rewarm,0,0.5118739604949951
0.2,r0.2_0,0.19490173266721242,warm_rewarm,1,0.26295116543769836
0.2,r0.2_0,0.19490173266721242,warm_rewarm,2,0.2204951047897339
0.2,r0.2_0,0.19490173266721242,warm_rewarm,3,0.1753709763288498
0.2,r0.2_0,0.19490173266721242,warm_rewarm,4,0.14510472118854523
0.2,r0.2_0,0.19490173266721242,warm_rewarm,5,0.12374041229486465
0.2,r0.2_0,0.19490173266721242,warm_rewarm,6,0.10962744057178497
0.2,r0.2_0,0.19490173266721242,warm_rewarm,7,0.10231678187847137
0.2,r0.2_0,0.19490173266721242,warm_rewarm,8,0.0907251164317131
0.2,r0.2_0,0.19490173266721242,warm_rewarm,9,0.084553062915802
0.2,r0.2_0,0.19490173266721242,warm_rewarm,10,0.08096113801002502
0.2,r0.2_0,0.19490173266721242,warm_rewarm,11,0.0755094438791275
0.2,r0.2_0,0.19490173266721242,warm_rewarm,12,0.0715559720993042
0.2,r0.2_0,0.19490173266721242,warm_rewarm,13,0.06944825500249863
0.2,r0.2_0,0.19490173266721242,warm_rewarm,14,0.06762850284576416
0.2,r0.2_0,0.19490173266721242,warm_rewarm,15,0.06609003990888596
0.2,r0.2_0,0.19490173266721242,warm_rewarm,16,0.0627308040857315
0.2,r0.2_0,0.19490173266721242,warm_rewarm,17,0.06442361325025558
0.2,r0.2_0,0.19490173266721242,warm_rewarm,18,0.06332268565893173
0.2,r0.2_0,0.19490173266721242,warm_rewarm,19,0.06115223094820976
0.2,r0.2_0,0.19490173266721242,warm_rewarm,20,0.0585775151848793
0.2,r0.2_0,0.19490173266721242,warm_rewarm,21,0.059145934879779816
0.2,r0.2_0,0.19490173266721242,warm_rewarm,22,0.05944623798131943
0.2,r0.2_0,0.19490173266721242,warm_rewarm,23,0.057081520557403564
0.2,r0.2_0,0.19490173266721242,warm_rewarm,24,0.05645802617073059
0.2,r0.2_0,0.19490173266721242,warm_rewarm,25,0.05427008867263794
0.2,r0.2_0,0.19490173266721242,warm_rewarm,26,0.05736237391829491
0.2,r0.2_0,0.19490173266721242,warm_rewarm,27,0.05420296639204025
0.2,r0.2_0,0.19490173266721242,warm_rewarm,28,0.05418584868311882
0.2,r0.2_0,0.19490173266721242,warm_rewarm,29,0.05409786105155945
0.2,r0.2_0,0.19490173266721242,warm_rewarm,30,0.053333885967731476
0.2,r0.2_0,0.19490173266721242,warm_rewarm,31,0.05418872460722923
0.2,r0.2_0,0.19490173266721242,warm_rewarm,32,0.05406586080789566
0.2,r0.2_0,0.19490173266721242,warm_rewarm,33,0.05297921597957611
0.2,r0.2_0,0.19490173266721242,warm_rewarm,34,0.05151116102933884
0.2,r0.2_0,0.19490173266721242,warm_rewarm,35,0.05087496340274811
0.2,r0.2_0,0.19490173266721242,warm_rewarm,36,0.051515303552150726
0.2,r0.2_0,0.19490173266721242,warm_rewarm,37,0.0517895370721817
0.2,r0.2_0,0.19490173266721242,warm_rewarm,38,0.05211424082517624
0.2,r0.2_0,0.19490173266721242,warm_rewarm,39,0.05235253646969795
0.2,r0.2_0,0.19490173266721242,warm_rewarm,40,0.049662813544273376
0.2,r0.2_0,0.19490173266721242,warm_rewarm,41,0.05034232884645462
0.2,r0.2_0,0.19490173266721242,warm_rewarm,42,0.050876881927251816
0.2,r0.2_0,0.19490173266721242,warm_rewarm,43,0.05054423585534096
0.2,r0.2_0,0.19490173266721242,warm_rewarm,44,0.04913269728422165
0.2,r0.2_0,0.19490173266721242,warm_rewarm,45,0.050027742981910706
0.2,r0.2_0,0.19490173266721242,warm_rewarm,46,0.049192849546670914
0.2,r0.2_0,0.19490173266721242,warm_rewarm,47,0.04954613745212555
0.2,r0.2_0,0.19490173266721242,warm_rewarm,48,0.0487217977643013
0.2,r0.2_0,0.19490173266721242,warm_rewarm,49,0.049035392701625824
0.2,r0.2_0,0.19490173266721242,warm_rewarm,50,0.04873424395918846
0.2,r0.2_0,0.19490173266721242,warm_rewarm,51,0.04791530221700668
0.2,r0.2_0,0.19490173266721242,warm_rewarm,52,0.04882793501019478
0.2,r0.2_0,0.19490173266721242,warm_rewarm,53,0.04861293360590935
0.2,r0.2_0,0.19490173266721242,warm_rewarm,54,0.04869597777724266
0.2,r0.2_0,0.19490173266721242,warm_rewarm,55,0.04824855551123619
0.2,r0.2_0,0.19490173266721242,warm_rewarm,56,0.04909450188279152
0.2,r0.2_0,0.19490173266721242,warm_rewarm,57,0.04846702143549919
0.2,r0.2_0,0.19490173266721242,warm_rewarm,58,0.04817356914281845
0.2,r0.2_0,0.19490173266721242,warm_rewarm,59,0.048056744039058685
0.2,r0.2_0,0.19490173266721242,warm_rewarm,60,0.04951072856783867
0.2,r0.2_0,0.19490173266721242,warm_rewarm,61,0.049421072006225586
0.2,r0.2_0,0.19490173266721242,warm_rewarm,62,0.04778433218598366
0.2,r0.2_0,0.19490173266721242,warm_rewarm,63,0.047252219170331955
0.2,r0.2_0,0.19490173266721242,warm_rewarm,64,0.047835834324359894
0.2,r0.2_0,0.19490173266721242,warm_rewarm,65,0.04669703543186188
0.2,r0.2_0,0.19490173266721242,warm_rewarm,66,0.04650954157114029
0.2,r0.2_0,0.19490173266721242,warm_rewarm,67,0.0468522384762764
0.2,r0.2_0,0.19490173266721242,warm_rewarm,68,0.046409234404563904
0.2,r0.2_0,0.19490173266721242,warm_rewarm,69,0.046962104737758636
0.2,r0.2_0,0.19490173266721242,warm_rewarm,70,0.0467519573867321
0.2,r0.2_0,0.19490173266721242,warm_rewarm,71,0.04632604122161865
0.2,r0.2_0,0.19490173266721242,warm_rewarm,72,0.047133319079875946
0.2,r0.2_0,0.19490173266721242,warm_rewarm,73,0.046752676367759705
0.2,r0.2_0,0.19490173266721242,warm_rewarm,74,0.04614876210689545
0.2,r0.2_0,0.19490173266721242,warm_rewarm,75,0.04805920645594597
0.2,r0.2_0,0.19490173266721242,warm_rewarm,76,0.04601643234491348
0.2,r0.2_0,0.19490173266721242,warm_rewarm,77,0.04610702767968178
0.2,r0.2_0,0.19490173266721242,warm_rewarm,78,0.04606172442436218
0.2,r0.2_0,0.19490173266721242,warm_rewarm,79,0.04594432935118675
0.2,r0.2_0,0.19490173266721242,warm_rewarm,80,0.046193040907382965
0.2,r0.2_0,0.19490173266721242,warm_rewarm,81,0.044638507068157196
0.2,r0.2_0,0.19490173266721242,warm_rewarm,82,0.04547837749123573
0.2,r0.2_0,0.19490173266721242,warm_rewarm,83,0.045770902186632156
0.2,r0.2_0,0.19490173266721242,warm_rewarm,84,0.045836832374334335
0.2,r0.2_0,0.19490173266721242,warm_rewarm,85,0.04512450098991394
0.2,r0.2_0,0.19490173266721242,warm_rewarm,86,0.045128148049116135
0.2,r0.2_0,0.19490173266721242,warm_rewarm,87,0.045770056545734406
0.2,r0.2_0,0.19490173266721242,warm_rewarm,88,0.0453275591135025
0.2,r0.2_0,0.19490173266721242,warm_rewarm,89,0.045505087822675705
0.2,r0.2_0,0.19490173266721242,warm_rewarm,90,0.046975016593933105
0.2,r0.2_0,0.19490173266721242,warm_rewarm,91,0.0450289361178875
0.2,r0.2_0,0.19490173266721242,warm_rewarm,92,0.04527854919433594
0.2,r0.2_0,0.19490173266721242,warm_rewarm,93,0.04508423060178757
0.2,r0.2_0,0.19490173266721242,warm_rewarm,94,0.04518664628267288
0.2,r0.2_0,0.19490173266721242,warm_rewarm,95,0.04460689052939415
0.2,r0.2_0,0.19490173266721242,warm_rewarm,96,0.044648513197898865
0.2,r0.2_1,0.19802007587885373,scratch,0,0.5240821242332458
0.2,r0.2_1,0.19802007587885373,scratch,1,0.2866297960281372
0.2,r0.2_1,0.19802007587885373,scratch,2,0.26502326130867004
0.2,r0.2_1,0.19802007587885373,scratch,3,0.2420913726091385
0.2,r0.2_1,0.19802007587885373,scratch,4,0.20442025363445282
0.2,r0.2_1,0.19802007587885373,scratch,5,0.1676342636346817
0.2,r0.2_1,0.19802007587885373,scratch,6,0.1514461487531662
0.2,r0.2_1,0.19802007587885373,scratch,7,0.14466404914855957
0.2,r0.2_1,0.19802007587885373,scratch,8,0.13391682505607605
0.2,r0.2_1,0.19802007587885373,scratch,9,0.130611851811409
0.2,r0.2_1,0.19802007587885373,scratch,10,0.12259499728679657
0.2,r0.2_1,0.19802007587885373,scratch,11,0.11491916328668594
0.2,r0.2_1,0.19802007587885373,scratch,12,0.11573273688554764
0.2,r0.2_1,0.19802007587885373,scratch,13,0.11784177273511887
0.2,r0.2_1,0.19802007587885373,scratch,14,0.10696391761302948
0.2,r0.2_1,0.19802007587885373,scratch,15,0.10706573724746704
0.2,r0.2_1,0.19802007587885373,scratch,16,0.10086113214492798
0.2,r0.2_1,0.19802007587885373,scratch,17,0.09818409383296967
0.2,r0.2_1,0.19802007587885373,scratch,18,0.09707387536764145
0.2,r0.2_1,0.19802007587885373,scratch,19,0.10127192735671997
0.2,r0.2_1,0.19802007587885373,scratch,20,0.09722428023815155
0.2,r0.2_1,0.19802007587885373,scratch,21,0.09542571008205414
0.2,r0.2_1,0.19802007587885373,scratch,22,0.09181664139032364
0.2,r0.2_1,0.19802007587885373,scratch,23,0.09597092121839523
0.2,r0.2_1,0.19802007587885373,scratch,24,0.0952155664563179
0.2,r0.2_1,0.19802007587885373,scratch,25,0.09339354932308197
0.2,r0.2_1,0.19802007587885373,scratch,26,0.08912433683872223
0.2,r0.2_1,0.19802007587885373,scratch,27,0.09294681251049042
0.2,r0.2_1,0.19802007587885373,scratch,28,0.08789235353469849
0.2,r0.2_1,0.19802007587885373,scratch,29,0.09282831847667694
0.2,r0.2_1,0.19802007587885373,scratch,30,0.0931001827120781
0.2,r0.2_1,0.19802007587885373,scratch,31,0.08587552607059479
0.2,r0.2_1,0.19802007587885373,scratch,32,0.08431379497051239
0.2,r0.2_1,0.19802007587885373,scratch,33,0.0825904980301857
0.2,r0.2_1,0.19802007587885373,scratch,34,0.08487346768379211
